CIK,Ticker,Company,Form,FiledAt,Age,URL,Desc
0001481513,JKS,"JinkoSolar Holding Co., Ltd.",20-F,2025-04-29 00:00:00,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1481513/000141057825000970/jks-20241231x20f.htm,
0001823986,WDH,Waterdrop Inc.,6-K,2025-09-04 00:00:00,62,https://www.sec.gov/ix?doc=/Archives/edgar/data/1823986/000110465925087282/tm2524976d1_ex99-1.htm,
0001823986,WDH,Waterdrop Inc.,6-K,2025-06-05 00:00:00,153,https://www.sec.gov/ix?doc=/Archives/edgar/data/1823986/000110465925056664/tm2517246d1_ex99-1.htm,
0001823986,WDH,Waterdrop Inc.,20-F,2025-04-25 00:00:00,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1823986/000141057825000891/wdh-20241231x20f.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-10-16 00:00:00,20,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018287/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-10-15 00:00:00,21,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018171/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-10-14 00:00:00,22,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018037/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-09-23 00:00:00,43,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014657/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,S-3,2025-09-19 00:00:00,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014322/forms-3.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-09-19 00:00:00,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014321/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,424B5,2025-09-19 00:00:00,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014320/form424b5.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,DEF 14A,2025-09-19 00:00:00,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014267/formdef14a.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,10-K,2025-09-18 00:00:00,48,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014092/form10-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-09-18 00:00:00,48,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014076/ex99-1.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-09-04 00:00:00,62,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225012644/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-08-01 00:00:00,96,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225021929/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,S-3/A,2025-06-20 00:00:00,138,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225015875/forms-3a.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,S-3,2025-05-30 00:00:00,159,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013104/forms-3.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,S-8,2025-05-30 00:00:00,159,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013103/forms-8.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-05-19 00:00:00,170,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011525/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,10-Q,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011038/form10-q.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-04-04 00:00:00,215,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225002693/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-02-19 00:00:00,259,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225007582/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-01-10 00:00:00,299,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001774/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2025-01-08 00:00:00,301,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001312/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,424B5,2024-12-27 00:00:00,313,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052234/form424b5.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-12-27 00:00:00,313,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052201/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,424B5,2024-12-23 00:00:00,317,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051220/form424b5.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-12-23 00:00:00,317,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051212/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-12-20 00:00:00,320,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050902/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-12-20 00:00:00,320,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050884/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-12-18 00:00:00,322,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050634/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,S-8,2024-12-02 00:00:00,338,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048298/forms-8.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-11-27 00:00:00,343,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048039/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-11-27 00:00:00,343,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048035/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-11-15 00:00:00,355,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224046181/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,8-K,2024-11-14 00:00:00,356,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224045758/form8-k.htm,
0001576873,ABAT,American Battery Technology Company Common Stock,DEF 14A,2024-10-04 00:00:00,397,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224039470/formdef14a.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-10-22 00:00:00,14,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525001499/e664913_8k-arct.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-09-26 00:00:00,40,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525001368/e664858_8k-arct.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-08-29 00:00:00,68,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525001247/e664805_8k-arct.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,10-Q,2025-08-11 00:00:00,86,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000095017025106560/arct-20250630.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-08-11 00:00:00,86,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525001175/e664773_ex99-1.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-06-30 00:00:00,128,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525000946/e664658_ex99-1.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-06-06 00:00:00,152,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525000820/e664613_8k-arct.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,10-Q,2025-05-12 00:00:00,177,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000095017025069210/arct-20250331.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-05-12 00:00:00,177,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525000630/e664482_ex99-1.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,DEF 14A,2025-04-25 00:00:00,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525000561/e664405_def14a-arct.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,10-K,2025-03-06 00:00:00,244,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000095017025034787/arct-20241231.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2025-03-06 00:00:00,244,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380525000275/e664243_ex99-1.htm,
0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,8-K,2024-11-07 00:00:00,363,https://www.sec.gov/ix?doc=/Archives/edgar/data/1768224/000119380524001318/e663993_99-1.htm,
0001871509,PTLO,Portillo's Inc.,10-Q,2025-11-04 00:00:00,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000152/ptlo-20250928.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-11-04 00:00:00,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000151/exhibit991earningsrelease9.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-10-29 00:00:00,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000141/ptlo-20251029.htm,
0001871509,PTLO,Portillo's Inc.,8-K/A,2025-10-06 00:00:00,30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000139/ptlo-20250921.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-09-22 00:00:00,44,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000136/ptlo-20250921.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-09-10 00:00:00,56,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000133/ptlo-20250910.htm,
0001871509,PTLO,Portillo's Inc.,10-Q,2025-08-05 00:00:00,92,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000122/ptlo-20250629.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-08-05 00:00:00,92,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000121/exhibit991earningsrelease6.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-06-16 00:00:00,142,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000111/exhibit991-pressreleaseoft.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-06-13 00:00:00,145,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000108/ptlo-20250610.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-05-06 00:00:00,183,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000093/exhibit991earningsrelease3.htm,
0001871509,PTLO,Portillo's Inc.,DEF 14A,2025-04-28 00:00:00,191,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000071/ptlo-20250428.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-04-28 00:00:00,191,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000121390025036110/ea023972701ex99-1_portillos.htm,
0001871509,PTLO,Portillo's Inc.,10-K,2025-02-25 00:00:00,253,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000016/ptlo-20241229.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-02-25 00:00:00,253,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000015/exhibit991earningsrelease1.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-01-27 00:00:00,282,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000009/exhibit101-portillosfirsta.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-01-13 00:00:00,296,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000004/exhibit991-2025icrconfer.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2025-01-10 00:00:00,299,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150925000002/exhibit991-pressreleaseoft.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2024-12-02 00:00:00,338,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150924000143/exhibit991-pressreleaseoft.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2024-11-26 00:00:00,344,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150924000141/exhibit991-ptloinvestorp.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2024-11-05 00:00:00,365,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150924000138/exhibit991earningsrelease9.htm,
0001871509,PTLO,Portillo's Inc.,8-K,2024-10-07 00:00:00,394,https://www.sec.gov/ix?doc=/Archives/edgar/data/1871509/000187150924000122/exhibit991-revenuesummar.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,10-Q,2025-08-13 00:00:00,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000121390025075637/ea0252181-10q_renatus1.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,10-Q,2025-06-25 00:00:00,133,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000121390025057854/ea0246490-10q_renatus1.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,8-K,2025-06-04 00:00:00,154,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000114036125021431/ef20050145_ex99-1.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,8-K,2025-05-22 00:00:00,167,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000114036125020174/ef20049531_ex99-1.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,8-K,2025-05-19 00:00:00,170,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000114036125019627/ny20045296x17_ex99-1.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,424B4,2025-05-16 00:00:00,173,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000114036125019435/ny20045296x16_424b4.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,8-A12B/A,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000114036125019086/ny20045296x15_8a12ba.htm,
0002035173,RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,8-A12B,2025-05-14 00:00:00,175,https://www.sec.gov/ix?doc=/Archives/edgar/data/2035173/000114036125018821/ny20045296x13_8a12b.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-10-24 00:00:00,12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225007749/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-10-09 00:00:00,27,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225007473/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-10-03 00:00:00,33,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225007346/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-09-26 00:00:00,40,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225007090/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",S-8,2025-09-24 00:00:00,42,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225007003/upxi_s8.htm,
0001775194,UPXI,"Upexi, Inc.",10-K,2025-09-24 00:00:00,42,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006996/upxi_10k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-09-12 00:00:00,54,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006712/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-09-08 00:00:00,58,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006575/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-09-08 00:00:00,58,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006545/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-08-27 00:00:00,70,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006316/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-08-26 00:00:00,71,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006234/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-08-20 00:00:00,77,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225006136/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-08-15 00:00:00,82,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005989/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-08-08 00:00:00,89,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005620/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",DEF 14A,2025-08-08 00:00:00,89,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005588/upxi_def14a.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-08-01 00:00:00,96,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005401/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-25 00:00:00,103,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005253/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-21 00:00:00,107,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005178/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-18 00:00:00,110,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005150/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-17 00:00:00,111,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005126/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-16 00:00:00,112,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005090/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-14 00:00:00,114,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225005026/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-07-09 00:00:00,119,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004960/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-06-26 00:00:00,132,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004820/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",424B3,2025-06-23 00:00:00,135,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004766/upxi_424b3.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-06-20 00:00:00,138,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004692/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-06-20 00:00:00,138,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004689/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-06-16 00:00:00,142,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004623/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-06-09 00:00:00,149,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004471/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-30 00:00:00,159,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004274/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-28 00:00:00,161,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004219/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-28 00:00:00,161,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004216/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-23 00:00:00,166,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225004167/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-16 00:00:00,173,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225003918/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",10-Q,2025-05-16 00:00:00,173,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225003866/upxi_10q.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-13 00:00:00,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225003582/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",DEF 14A,2025-05-12 00:00:00,177,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225003551/upxi_def14a.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-05-07 00:00:00,182,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225003387/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-04-30 00:00:00,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225003106/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-04-25 00:00:00,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225002989/upxi_8k.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-04-24 00:00:00,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225002944/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",10-K/A,2025-04-22 00:00:00,197,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225002895/upxi_10ka.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-04-21 00:00:00,198,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225002870/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-04-21 00:00:00,198,https://www.sec.gov/ix?doc=/Archives/edgar/data/1775194/000147793225002853/upxi_ex991.htm,
0001775194,UPXI,"Upexi, Inc.",8-K,2025-03-05 00:00:00,245,https://www.sec.gov/Archives/edgar/data/1775194/000147793225001476/0001477932-25-001476.txt,
